Accident_ID,Junction_ID,Junction_Name,City,State,Year,Accident_Severity,Fatalities,Injuries,Weather_Conditions,Road_Type,Vehicle_Types_Involved
ACC-201692,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,3,Monsoon Pour,Roundabout,Car & Car
ACC-201693,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,2,Monsoon Pour,4-Lane Highway Merge,Motorcycle & Car
ACC-201694,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Fatal,1,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-201695,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Minor,0,0,Clear,4-Lane Highway Merge,Car & Truck
ACC-201696,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,2,Clear,4-Lane Highway Merge,Car & Car
ACC-201697,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Minor,0,0,Heavy Rain,Roundabout,Motorcycle & Car
ACC-201698,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,1,Heavy Rain,Flyover Exit,Car & Car
ACC-201699,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,3,Fog / Mist,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201700,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Heavy Rain,Urban Intersection,Auto-rickshaw & Bus
ACC-201701,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Serious,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-201702,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Urban Intersection,Motorcycle & Car
ACC-201703,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Roundabout,Pedestrian & Motorcycle
ACC-201704,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,Flyover Exit,Car & Car
ACC-201705,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-201706,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Minor,0,0,Clear,Flyover Exit,Car & Truck
ACC-201707,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Clear,Roundabout,Pedestrian & Motorcycle
ACC-201708,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Fatal,2,1,Fog / Mist,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201709,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Minor,0,1,Fog / Mist,Urban Intersection,Car & Car
ACC-201710,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Roundabout,Car & Truck
ACC-201711,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,3,Fog / Mist,Flyover Exit,Car & Car
ACC-201712,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Fog / Mist,Urban Intersection,Motorcycle & Car
ACC-201713,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Fatal,3,4,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-201714,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Serious,0,2,Clear,Urban Intersection,Motorcycle & Car
ACC-201715,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2020,Serious,0,3,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201716,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,3,Clear,Urban Intersection,Motorcycle & Car
ACC-201717,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Minor,0,1,Heavy Rain,Urban Intersection,Auto-rickshaw & Bus
ACC-201718,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Heavy Rain,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201719,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Clear,4-Lane Highway Merge,Car & Truck
ACC-201720,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,2,Monsoon Pour,Urban Intersection,Car & Truck
ACC-201721,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,1,Clear,4-Lane Highway Merge,Car & Car
ACC-201722,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Minor,0,1,Clear,Urban Intersection,Car & Truck
ACC-201723,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Fatal,3,4,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-201724,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,3,Clear,Flyover Exit,Motorcycle & Bus
ACC-201725,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Fog / Mist,Urban Intersection,Car & Car
ACC-201726,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2021,Serious,0,2,Clear,Urban Intersection,Motorcycle & Car
ACC-201727,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,2,Clear,4-Lane Highway Merge,Car & Car
ACC-201728,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Fatal,1,2,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201729,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,1,Monsoon Pour,Flyover Exit,Motorcycle & Bus
ACC-201730,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Serious,0,3,Heavy Rain,Flyover Exit,Car & Car
ACC-201731,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Serious,0,3,Clear,4-Lane Highway Merge,Car & Truck
ACC-201732,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Fatal,3,0,Fog / Mist,Roundabout,Motorcycle & Car
ACC-201733,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,1,Monsoon Pour,Flyover Exit,Pedestrian & Motorcycle
ACC-201734,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Serious,0,3,Clear,Flyover Exit,Car & Truck
ACC-201735,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Fatal,1,0,Monsoon Pour,Roundabout,Motorcycle & Bus
ACC-201736,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Minor,0,0,Clear,Roundabout,Car & Car
ACC-201737,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Serious,0,1,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201738,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,2,Clear,Roundabout,Auto-rickshaw & Bus
ACC-201739,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Fatal,1,3,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-201740,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Heavy Rain,Flyover Exit,Motorcycle & Bus
ACC-201741,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201742,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Heavy Rain,Roundabout,Car & Truck
ACC-201743,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Minor,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-201744,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,3,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-201745,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Serious,0,2,Clear,Roundabout,Motorcycle & Car
ACC-201746,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Fatal,2,3,Clear,Roundabout,Pedestrian & Motorcycle
ACC-201747,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Serious,0,3,Clear,Flyover Exit,Car & Truck
ACC-201748,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Serious,0,1,Heavy Rain,Flyover Exit,Auto-rickshaw & Bus
ACC-201749,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201750,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Minor,0,1,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201751,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-201752,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,0,Heavy Rain,Urban Intersection,Car & Car
ACC-201753,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,1,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201754,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201755,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,3,Clear,Urban Intersection,Motorcycle & Bus
ACC-201756,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,1,Clear,Flyover Exit,Motorcycle & Car
ACC-201757,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Serious,0,2,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-201758,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,1,Clear,Roundabout,Pedestrian & Motorcycle
ACC-201759,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-201760,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Serious,0,1,Clear,Flyover Exit,Motorcycle & Bus
ACC-201761,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,2,Fog / Mist,Urban Intersection,Car & Truck
ACC-201762,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Flyover Exit,Motorcycle & Bus
ACC-201763,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,2,Monsoon Pour,Urban Intersection,Auto-rickshaw & Bus
ACC-201764,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201765,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,3,Clear,Flyover Exit,Motorcycle & Car
ACC-201766,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Minor,0,1,Fog / Mist,4-Lane Highway Merge,Motorcycle & Car
ACC-201767,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,1,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-201768,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Fatal,1,3,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201769,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,1,Clear,Urban Intersection,Car & Truck
ACC-201770,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,1,Clear,Urban Intersection,Motorcycle & Car
ACC-201771,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-201772,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Fatal,1,4,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-201773,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Fatal,3,2,Monsoon Pour,Roundabout,Motorcycle & Bus
ACC-201774,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,2,Fog / Mist,Roundabout,Car & Truck
ACC-201775,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,2,Fog / Mist,Roundabout,Car & Car
ACC-201776,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Fog / Mist,4-Lane Highway Merge,Car & Truck
ACC-201777,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,2,Clear,4-Lane Highway Merge,Car & Car
ACC-201778,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-201779,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Minor,0,0,Fog / Mist,4-Lane Highway Merge,Car & Car
ACC-201780,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Fatal,1,2,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-201781,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201782,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2019,Fatal,3,3,Clear,Urban Intersection,Car & Truck
ACC-201783,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,3,Clear,Flyover Exit,Motorcycle & Bus
ACC-201784,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Minor,0,0,Monsoon Pour,Urban Intersection,Auto-rickshaw & Bus
ACC-201785,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,2,Fog / Mist,Urban Intersection,Pedestrian & Motorcycle
ACC-201786,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Serious,0,2,Heavy Rain,Roundabout,Car & Truck
ACC-201787,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Fatal,3,3,Fog / Mist,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201788,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,2,Clear,Urban Intersection,Car & Car
ACC-201789,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Serious,0,2,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-201790,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,2,Fog / Mist,Flyover Exit,Motorcycle & Car
ACC-201791,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Minor,0,1,Heavy Rain,Urban Intersection,Auto-rickshaw & Bus
ACC-201792,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2021,Serious,0,3,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-201793,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Serious,0,3,Heavy Rain,Urban Intersection,Car & Car
ACC-201794,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,3,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-201795,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,1,Monsoon Pour,Roundabout,Motorcycle & Car
ACC-201796,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Clear,Roundabout,Motorcycle & Car
ACC-201797,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Fatal,2,3,Clear,Roundabout,Car & Truck
ACC-201798,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,3,Clear,Roundabout,Car & Truck
ACC-201799,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Fatal,2,2,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-201800,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-201801,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-201802,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,1,Clear,Flyover Exit,Motorcycle & Bus
ACC-201803,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-201804,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,1,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-201805,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Minor,0,0,Fog / Mist,Roundabout,Pedestrian & Motorcycle
ACC-201806,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,1,Clear,Urban Intersection,Car & Truck
ACC-201807,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Serious,0,1,Heavy Rain,Flyover Exit,Car & Truck
ACC-201808,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Fatal,1,3,Clear,Urban Intersection,Car & Car
ACC-201809,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Serious,0,1,Clear,Roundabout,Car & Truck
ACC-201810,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,0,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-201811,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Serious,0,3,Fog / Mist,Roundabout,Auto-rickshaw & Bus
ACC-201812,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Fatal,1,0,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201813,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-201814,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2020,Minor,0,0,Clear,Flyover Exit,Car & Truck
ACC-201815,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,1,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-201816,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-201817,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Serious,0,1,Heavy Rain,Roundabout,Motorcycle & Car
ACC-201818,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,2,Heavy Rain,Urban Intersection,Motorcycle & Bus
ACC-201819,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Fatal,1,4,Heavy Rain,Roundabout,Car & Truck
ACC-201820,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Serious,0,3,Clear,Flyover Exit,Motorcycle & Bus
ACC-201821,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Clear,Flyover Exit,Car & Truck
ACC-201822,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Fatal,1,2,Monsoon Pour,Flyover Exit,Motorcycle & Car
ACC-201823,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Minor,0,1,Clear,Flyover Exit,Motorcycle & Bus
ACC-201824,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,3,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201825,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Minor,0,0,Fog / Mist,Roundabout,Auto-rickshaw & Bus
ACC-201826,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Fatal,2,3,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-201827,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-201828,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,2,Monsoon Pour,Roundabout,Motorcycle & Bus
ACC-201829,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Fatal,1,4,Clear,Flyover Exit,Car & Car
ACC-201830,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2020,Serious,0,3,Clear,Flyover Exit,Car & Car
ACC-201831,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Minor,0,0,Clear,Urban Intersection,Car & Car
ACC-201832,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Minor,0,0,Clear,Urban Intersection,Motorcycle & Car
ACC-201833,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-201834,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,1,Clear,4-Lane Highway Merge,Car & Truck
ACC-201835,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Fatal,1,4,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-201836,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Minor,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-201837,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-201838,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Minor,0,1,Monsoon Pour,Flyover Exit,Auto-rickshaw & Bus
ACC-201839,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Fatal,2,0,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-201840,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Minor,0,1,Monsoon Pour,Urban Intersection,Motorcycle & Car
ACC-201841,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201842,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,1,Heavy Rain,Urban Intersection,Auto-rickshaw & Bus
ACC-201843,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Motorcycle & Bus
ACC-201844,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,1,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-201845,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,3,Clear,Roundabout,Car & Truck
ACC-201846,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,2,2,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-201847,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Minor,0,0,Clear,Flyover Exit,Car & Car
ACC-201848,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Minor,0,1,Clear,Roundabout,Motorcycle & Bus
ACC-201849,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Motorcycle & Bus
ACC-201850,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Minor,0,0,Clear,Roundabout,Motorcycle & Bus
ACC-201851,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2019,Serious,0,2,Clear,Flyover Exit,Motorcycle & Bus
ACC-201852,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Minor,0,0,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-201853,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,3,Clear,Roundabout,Car & Car
ACC-201854,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,4-Lane Highway Merge,Car & Car
ACC-201855,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Minor,0,0,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201856,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Minor,0,1,Clear,Urban Intersection,Car & Car
ACC-201857,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,3,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-201858,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Minor,0,1,Clear,Roundabout,Car & Truck
ACC-201859,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,1,Clear,Flyover Exit,Car & Truck
ACC-201860,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Serious,0,2,Clear,4-Lane Highway Merge,Car & Car
ACC-201861,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Fatal,3,4,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201862,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Minor,0,1,Clear,4-Lane Highway Merge,Car & Truck
ACC-201863,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,2,Fog / Mist,Roundabout,Car & Car
ACC-201864,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Minor,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-201865,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Minor,0,0,Clear,4-Lane Highway Merge,Car & Car
ACC-201866,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Minor,0,1,Heavy Rain,Urban Intersection,Motorcycle & Car
ACC-201867,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Clear,Urban Intersection,Car & Truck
ACC-201868,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,3,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-201869,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,3,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-201870,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-201871,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,3,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-201872,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Serious,0,3,Heavy Rain,Urban Intersection,Auto-rickshaw & Bus
ACC-201873,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Minor,0,0,Clear,Roundabout,Pedestrian & Motorcycle
ACC-201874,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Minor,0,1,Fog / Mist,Urban Intersection,Auto-rickshaw & Bus
ACC-201875,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-201876,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Fatal,3,3,Clear,4-Lane Highway Merge,Motorcycle & Bus
